1.211449788000000005e+01	2.009980595000000037e+00
1.212437103999999977e+01	2.011867421999999905e+00
1.213444003999999943e+01	2.013777916000000001e+00
1.214470692999999990e+01	2.015711921999999934e+00
1.215517374999999944e+01	2.017669278000000066e+00
1.216584255999999975e+01	2.019649810000000212e+00
1.217671546000000049e+01	2.021653335999999967e+00
1.218779454000000051e+01	2.023679664999999961e+00
1.219908193999999924e+01	2.025728597000000075e+00
1.221057979999999965e+01	2.027799919000000006e+00
1.222229027999999929e+01	2.029893410000000120e+00
1.223421558000000076e+01	2.032008836999999790e+00
1.224635789999999957e+01	2.034145951999999813e+00
1.225871947000000084e+01	2.036304499999999962e+00
1.227130256000000053e+01	2.038484210000000019e+00
1.228410943000000088e+01	2.040684799000000105e+00
1.229714238999999942e+01	2.042905967999999906e+00
1.231040375999999981e+01	2.045147408000000055e+00
1.232389588000000025e+01	2.047408789999999978e+00
1.233762113999999954e+01	2.049689771000000160e+00
1.235158193000000004e+01	2.051989993999999928e+00
1.236578066999999947e+01	2.054309080999999981e+00
1.238021980999999982e+01	2.056646637000000055e+00
1.239490183999999928e+01	2.059002249999999812e+00
1.240982924000000054e+01	2.061375486999999840e+00
1.242500453999999976e+01	2.063765892000000157e+00
1.244043030999999999e+01	2.066172991000000181e+00
1.245610912000000070e+01	2.068596286000000006e+00
1.247204357000000030e+01	2.071035252999999798e+00
1.248823630000000051e+01	2.073489347999999843e+00
1.250468998000000020e+01	2.075957992999999835e+00
1.252140728000000003e+01	2.078440591000000115e+00
1.253839093000000027e+01	2.080936509999999906e+00
1.255564365999999943e+01	2.083445091000000193e+00
1.257316823999999933e+01	2.085965639999999954e+00
1.259096745999999989e+01	2.088497434000000208e+00
1.260904413999999996e+01	2.091039709999999996e+00
1.262740113000000086e+01	2.093591670999999987e+00
1.264604128999999944e+01	2.096152480999999845e+00
1.266496751999999937e+01	2.098721262000000198e+00
1.268418272000000080e+01	2.101297092999999894e+00
1.270368981999999924e+01	2.103879007000000190e+00
1.272349179999999969e+01	2.106465990999999871e+00
1.274359162000000012e+01	2.109056981999999802e+00
1.276399226999999925e+01	2.111650861000000212e+00
1.278469677000000004e+01	2.114246454999999969e+00
1.280570812000000025e+01	2.116842532999999804e+00
1.282702938000000081e+01	2.119437800000000038e+00
1.284866358000000020e+01	2.122030897000000138e+00
1.287061377999999934e+01	2.124620393999999912e+00
1.289288301999999931e+01	2.127204787999999791e+00
1.291547437000000009e+01	2.129782500000000134e+00
1.293839086999999921e+01	2.132351868999999844e+00
1.296163557999999938e+01	2.134911146999999954e+00
1.298521150999999918e+01	2.137458493000000015e+00
1.300912169000000063e+01	2.139991972999999881e+00
1.303336911000000065e+01	2.142509546999999959e+00
1.305795675000000067e+01	2.145009068999999879e+00
1.308288751000000083e+01	2.147488275999999807e+00
1.310816428999999950e+01	2.149944784000000109e+00
1.313378991999999990e+01	2.152376079000000164e+00
1.315976719000000017e+01	2.154779511000000092e+00
1.318609878000000002e+01	2.157152282000000199e+00
1.321278734000000021e+01	2.159491442000000205e+00
1.323983536999999977e+01	2.161793872000000061e+00
1.326724530000000080e+01	2.164056282000000220e+00
1.329501944999999985e+01	2.166275193999999793e+00
1.332315995999999991e+01	2.168446931000000077e+00
1.335166882000000044e+01	2.170567603999999928e+00
1.338054789000000078e+01	2.172633099000000012e+00
1.340979877999999914e+01	2.174639061999999790e+00
1.343942290000000028e+01	2.176580881000000023e+00
1.346942139999999988e+01	2.178453670000000120e+00
1.349979515999999968e+01	2.180252249000000031e+00
1.353054475000000068e+01	2.181971126000000094e+00
1.356167036999999986e+01	2.183604470000000131e+00
1.359317187000000082e+01	2.185146093999999817e+00
1.362504861999999939e+01	2.186589418000000062e+00
1.365729954000000035e+01	2.187927456000000159e+00
1.368992302000000016e+01	2.189152770999999831e+00
1.372291680999999919e+01	2.190257451999999994e+00
1.375627801999999988e+01	2.191233068999999922e+00
1.379000304999999926e+01	2.192070643000000096e+00
