1.047709803000000051e+01	1.971657468000000080e+00
1.048093751999999945e+01	1.972376767000000086e+00
1.048478098000000003e+01	1.973095381000000037e+00
1.048863032000000040e+01	1.973813661999999969e+00
1.049249496999999920e+01	1.974535024999999999e+00
1.049635402999999911e+01	1.975252231000000025e+00
1.050021702999999995e+01	1.975968715999999903e+00
1.050408578999999953e+01	1.976684808999999987e+00
1.050795841000000053e+01	1.977400145000000053e+00
1.051183488999999938e+01	1.978114726000000045e+00
1.051571709000000077e+01	1.978828878999999930e+00
1.051960504999999912e+01	1.979542606000000093e+00
1.052349479000000088e+01	1.980255166000000067e+00
1.052739215000000073e+01	1.980967621000000012e+00
1.053129327000000082e+01	1.981679256999999916e+00
1.053519804999999998e+01	1.982390045000000045e+00
1.053910843999999969e+01	1.983100333999999965e+00
1.054302449000000053e+01	1.983810123000000036e+00
1.054694414000000080e+01	1.984519028000000018e+00
1.055086737000000063e+01	1.985227035999999945e+00
1.055479620000000018e+01	1.985934507999999932e+00
1.055873056000000076e+01	1.986640449999999891e+00
1.056266841999999961e+01	1.987346421000000030e+00
1.056661182999999937e+01	1.988051819000000053e+00
1.057055867999999954e+01	1.988756251999999947e+00
1.057451099999999933e+01	1.989460073000000051e+00
1.057846677000000035e+01	1.990162916999999920e+00
1.058242794999999958e+01	1.990865120999999904e+00
1.058639456999999950e+01	1.991566683000000060e+00
1.059036444999999915e+01	1.992267199000000044e+00
1.059433976000000044e+01	1.992967050999999934e+00
1.059831836999999943e+01	1.993665857000000097e+00
1.060230226999999914e+01	1.994363950999999968e+00
1.060629145999999956e+01	1.995061321999999970e+00
1.061028383999999924e+01	1.995757591999999914e+00
1.061428150999999964e+01	1.996453127000000105e+00
1.061828440999999934e+01	1.997148880999999987e+00
1.062229040000000069e+01	1.997842506000000018e+00
1.062630159999999968e+01	1.998535342999999909e+00
1.063031589999999937e+01	1.999227022999999992e+00
1.063433537999999956e+01	1.999917895000000057e+00
1.063835989999999931e+01	2.000607914999999792e+00
1.064238959000000051e+01	2.001297102000000105e+00
1.064642218999999912e+01	2.001985055000000013e+00
1.065045985000000073e+01	2.002672131000000189e+00
1.065450260000000071e+01	2.003358329000000104e+00
1.065854816000000049e+01	2.004043247999999888e+00
1.066259870000000021e+01	2.004727244000000130e+00
1.066665425999999961e+01	2.005410316999999942e+00
1.067071252999999942e+01	2.006092063000000092e+00
1.067477790000000049e+01	2.006773212000000139e+00
1.067884596000000030e+01	2.007453004999999902e+00
1.068291671999999970e+01	2.008131443999999988e+00
1.068698290000000028e+01	2.008805221999999890e+00
1.069106327000000078e+01	2.009481609999999918e+00
1.069514848000000029e+01	2.010156967999999988e+00
1.069923842999999941e+01	2.010831260999999870e+00
1.070333310000000004e+01	2.011504474000000098e+00
1.070743021000000006e+01	2.012176221999999903e+00
1.071153205999999969e+01	2.012846875000000146e+00
1.071563852999999966e+01	2.013516399999999873e+00
1.071974963000000081e+01	2.014184782000000062e+00
1.072386303999999946e+01	2.014852648999999829e+00
1.072798337999999951e+01	2.015518716999999960e+00
1.073210594000000029e+01	2.016183215999999945e+00
1.073623300000000036e+01	2.016846505000000178e+00
1.074036459999999948e+01	2.017508584999999854e+00
1.074450058999999946e+01	2.018169405000000083e+00
1.074862702000000070e+01	2.018824513000000209e+00
