8.281	1.381
8.705	1.374
9.023	1.360
9.235	1.346
9.521	1.326
9.823	1.302
10.15	1.274
10.33	1.257
10.59	1.233
10.86	1.209
11.12	1.188
11.35	1.171
11.59	1.154
11.78	1.140
12.03	1.120
12.25	1.106
12.49	1.092
12.81	1.071
13.04	1.054
13.25	1.037
13.39	1.020
13.56	0.9894
13.64	0.9413
13.74	0.8485
13.79	0.7798
13.88	0.7008
13.93	0.6184
14.03	0.5393
14.17	0.4981
14.36	0.4431
