# Mass Radius Likelihood 
1.174186104460622992e+00 1.290224763128803787e+01 2.011990169065659055e-05
1.449635905938693625e+00 1.443502836348092444e+01 2.010531056543177474e-05
1.098558250455375251e+00 1.211740412954656598e+01 2.023701273732547273e-05
1.358920656204747335e+00 1.270904973011678507e+01 2.028933143846830989e-05
1.394255890016479427e+00 1.266270512364840783e+01 2.034389403345075452e-05
1.264307440846906605e+00 1.371998207675358472e+01 2.032933705069810661e-05
1.331015134294355917e+00 1.160362596812862890e+01 2.032782557759446078e-05
1.116142462532150326e+00 1.093570836820276782e+01 2.031418494335297594e-05
1.522262468453399853e+00 1.329336109664959764e+01 2.031187033286772833e-05
1.198301922745178105e+00 1.062897504593561848e+01 2.029356786375651305e-05
1.202369796760045517e+00 1.261675276140743307e+01 2.040813079320679261e-05
1.195106420039954154e+00 1.099968121728215209e+01 2.043943933340240988e-05
1.422372463229493178e+00 1.402054921629240525e+01 2.042989762663887155e-05
1.001395337078548442e+00 1.285318060502192949e+01 2.041959187168244171e-05
1.633819362258690955e+00 1.402225443464577737e+01 2.047735571529805162e-05
1.296218226469832091e+00 1.376931675880883787e+01 2.047766693688341975e-05
1.260092168601450346e+00 1.227692428165593341e+01 2.049350771157984157e-05
1.564341175476158474e+00 1.465858020254321303e+01 2.051014138249597667e-05
1.432043840700204296e+00 1.369098875445299512e+01 2.056761867420370973e-05
1.211480372328333388e+00 1.142548631926469227e+01 2.057786000823815659e-05
1.424027649347509028e+00 1.410695160412361560e+01 2.064122416297882960e-05
1.163690096654015349e+00 1.043209336845410640e+01 2.063688593732137516e-05
1.184226201304995785e+00 1.257358161744587832e+01 2.062986108352464883e-05
1.332989629913194030e+00 1.240289108773543703e+01 2.066651474287448925e-05
1.249979410012409975e+00 1.296458847827770100e+01 2.065233740835309648e-05
1.284494917035557293e+00 1.311768513212716769e+01 2.063523233048349020e-05
1.402502682110255527e+00 1.181289583952093381e+01 2.061476873234269094e-05
1.273183164172430271e+00 1.145819758417105483e+01 2.060821117465877689e-05
1.038532666411218441e+00 1.144179685583405615e+01 2.059019584266301057e-05
1.204662635331723353e+00 1.352504254096819736e+01 2.061030962136830254e-05
1.512552676590408041e+00 1.269359594655270485e+01 2.059356099443786884e-05
1.197816952526432832e+00 1.225671052599911448e+01 2.058612042912013259e-05
1.249060078429533593e+00 1.163991183630775339e+01 2.058313062407581500e-05
1.313978884423421922e+00 1.525743743785531237e+01 2.057546088092651360e-05
1.479086611216557934e+00 1.316381332196106868e+01 2.060114197129901692e-05
1.406871774560562782e+00 1.330941796123022414e+01 2.062621867404580898e-05
1.212142746786735170e+00 1.245283896675941193e+01 2.061514263989111125e-05
1.402825013598104853e+00 1.261982300981519600e+01 2.060532572116779418e-05
1.415860130761688485e+00 1.288001144802962017e+01 2.062496458464387311e-05
1.426713651990106690e+00 1.325584096324820038e+01 2.060460749904296092e-05
1.096691293389155053e+00 1.095131946653932609e+01 2.058580350440731730e-05
1.046810222480504260e+00 1.364420261960343694e+01 2.057375399724389737e-05
1.401000210791399914e+00 1.341496217072531039e+01 2.063779564977591500e-05
1.132971075929120275e+00 1.089948965994882357e+01 2.063443948109867820e-05
1.280590656041236119e+00 1.159886108846264996e+01 2.063622495127746456e-05
1.114940428621294277e+00 1.140085858682918385e+01 2.068850666472478220e-05
1.230321807352280583e+00 1.160082862263972991e+01 2.069470150750231076e-05
1.085375635732408472e+00 1.064637449634951594e+01 2.088178399034671797e-05
1.259328696953229354e+00 1.121696278882844311e+01 2.089095851390133891e-05
1.304556739118594155e+00 1.346434695150941963e+01 2.095001806064805732e-05
1.192763790410371838e+00 1.244141394162181413e+01 2.094172184180435572e-05
1.261385227592149549e+00 1.467266815558176063e+01 2.096023514992554867e-05
1.055071836163181231e+00 1.243248526946715060e+01 2.097294987721029622e-05
1.133386037003060842e+00 1.114594961841218890e+01 2.095229894303569926e-05
1.257986504189920973e+00 1.195472029108956491e+01 2.094042307085389255e-05
1.352558063944859335e+00 1.262659759406631821e+01 2.092053077417710516e-05
1.106455913492923493e+00 1.217617953656473517e+01 2.095195533187369432e-05
1.198544342404720187e+00 1.337441841344803706e+01 2.097826461559183339e-05
1.371293415286305883e+00 1.351476838414504300e+01 2.096470854521806035e-05
1.124688007572496762e+00 1.305070429838633217e+01 2.095296073426051011e-05
1.407678975992900039e+00 1.489645540825883074e+01 2.095732877435248901e-05
1.321313838095180548e+00 1.155841423216772412e+01 2.097598226827719243e-05
1.017852797069227488e+00 1.167522273196198057e+01 2.100029758410646108e-05
1.514063539929721092e+00 1.412688060038277982e+01 2.106203168786109493e-05
1.378534580032147794e+00 1.381571591169069890e+01 2.109833964911103185e-05
1.466052536938617035e+00 1.387097751835403514e+01 2.108194430521869269e-05
1.356389114477854596e+00 1.199597162242872983e+01 2.108969435064606243e-05
1.327506265438771704e+00 1.360335278024721717e+01 2.108124195841383554e-05
1.375341708960846843e+00 1.367490992493225832e+01 2.107503285880702525e-05
1.359100082699615131e+00 1.159419929967772944e+01 2.106394233220832592e-05
1.160754677143389868e+00 1.013027443896192636e+01 2.104534322987408371e-05
1.359752461815179947e+00 1.222622237862946548e+01 2.113434643532801036e-05
1.131942019448370695e+00 1.285993504689665912e+01 2.117389870084066642e-05
1.077215495913410370e+00 1.048879935124890039e+01 2.116038773096117577e-05
1.758793620885209741e+00 1.599966868254821151e+01 2.115890254819667460e-05
1.386781854081907017e+00 1.508013044893897003e+01 2.122731166628098433e-05
1.401592730691457733e+00 1.390210653151502740e+01 2.124140530456400811e-05
1.193067466102761820e+00 1.302667570646150352e+01 2.123278694260820405e-05
1.019988794889892025e+00 1.043588769787828952e+01 2.125595423725133520e-05
1.135396496307048420e+00 1.085658914095099803e+01 2.129159780879600269e-05
1.468143483415671691e+00 1.381544738506005388e+01 2.139293811198462715e-05
1.233820608396941854e+00 1.303561950459112495e+01 2.140765976560256705e-05
1.539143122628579885e+00 1.506525796403938244e+01 2.153735917871035801e-05
1.399799540251720487e+00 1.295216397271484610e+01 2.161407490507208780e-05
1.644842936794655319e+00 1.467686967940959875e+01 2.163167600769590345e-05
1.268665572376107553e+00 1.348864174562875817e+01 2.179518681904041180e-05
1.285881986421179235e+00 1.132713855808684755e+01 2.178639876183053990e-05
1.210019638073015713e+00 1.239915328657757776e+01 2.176728725955837470e-05
1.423781675465113139e+00 1.338394343680542065e+01 2.175417495031779490e-05
1.214689308902190623e+00 1.234626316527452516e+01 2.174602525190132358e-05
1.422099004711965264e+00 1.220865430746891533e+01 2.178745485233059135e-05
1.042454554392386878e+00 1.113178634276099110e+01 2.177870115882567895e-05
1.317651498048827419e+00 1.312485937792793678e+01 2.181991093725709594e-05
1.377023721754373931e+00 1.275067528529713456e+01 2.182372487237278975e-05
1.312134744217474225e+00 1.125213138868679152e+01 2.180574434995181528e-05
1.241884112935523587e+00 1.278923681418949698e+01 2.185245893827144644e-05
1.156244019783635002e+00 1.108884446536544566e+01 2.184075167636635425e-05
1.382310499265574144e+00 1.479992482785425167e+01 2.193207770404840206e-05
1.410851299745380594e+00 1.313022234968879687e+01 2.196390865089060658e-05
1.551334795468195527e+00 1.342043305333971404e+01 2.202562213669171539e-05
1.262167708862523163e+00 1.296889737001884058e+01 2.200721423463144669e-05
1.519784761386901106e+00 1.529564924428235528e+01 2.199618531278747178e-05
1.277095818558030338e+00 1.190706977413668710e+01 2.200458952875912735e-05
1.249167988143954133e+00 1.221800515792894259e+01 2.207424861952214477e-05
1.219179637413340123e+00 1.406217245360247148e+01 2.221549007625748208e-05
1.261266316402005261e+00 1.135178697114938728e+01 2.220615317633238046e-05
1.168985142672620103e+00 1.029974178904520699e+01 2.224137194082917204e-05
1.238036872241392583e+00 1.345939737253651458e+01 2.227973835449177919e-05
1.291176223342820339e+00 1.170187885323017341e+01 2.228237410833126949e-05
1.155649401441551039e+00 1.313653550334918663e+01 2.231463577298826843e-05
1.414713905620589518e+00 1.383180493617764029e+01 2.236952734617464101e-05
1.231004100141414925e+00 1.108614830894263115e+01 2.252271364674225169e-05
1.242248606157611901e+00 1.198416839561643776e+01 2.254036187956038652e-05
1.418305535442563547e+00 1.255842156050746183e+01 2.255209735770269692e-05
1.242054465918390083e+00 1.326825630298552738e+01 2.256890853932510372e-05
1.059986312701600486e+00 1.038397832425719614e+01 2.262895379293638961e-05
1.440662760547549937e+00 1.489399815192874854e+01 2.262416505172089589e-05
1.211187599779336654e+00 1.148953142818883322e+01 2.260737645386655259e-05
1.261624262768796134e+00 1.203227715729914848e+01 2.263499962383123422e-05
1.422505490844374387e+00 1.406807226474670713e+01 2.265471987330622920e-05
1.374872560030181656e+00 1.282817704974608475e+01 2.263961712026518600e-05
1.218959087788002549e+00 1.097813148402671324e+01 2.266239714326987356e-05
1.473151790212850587e+00 1.426940375552134554e+01 2.265881145068983002e-05
1.280109140504206433e+00 1.298381698788717742e+01 2.264074945936641361e-05
1.253120121560602707e+00 1.200484016730897530e+01 2.262721989397760818e-05
1.508827915695825528e+00 1.257393175608841318e+01 2.268380138328610234e-05
1.433436217002148627e+00 1.277420165070717317e+01 2.267450252030897152e-05
1.521049024705746877e+00 1.299844000785960318e+01 2.269845276166811469e-05
1.422999059942063660e+00 1.312259283109462871e+01 2.267863182131627293e-05
1.428474344352712810e+00 1.270591146117114789e+01 2.267131579104947551e-05
1.247756116068261534e+00 1.299164568242933981e+01 2.268572835973973290e-05
1.494558130753841585e+00 1.436159603066495904e+01 2.270261831457782921e-05
1.205694480987175687e+00 1.123011071399794325e+01 2.272966778427515470e-05
1.081886095147446269e+00 1.060834991860465593e+01 2.274102571537997796e-05
1.410021644996342971e+00 1.364626947614603836e+01 2.276596724175370122e-05
1.554922861647646259e+00 1.487688923959878906e+01 2.275470501592832026e-05
1.258370731131756903e+00 1.248046479995185365e+01 2.280165274490838126e-05
1.378407382779643475e+00 1.261253427676836836e+01 2.285620700459910663e-05
1.318471907639634289e+00 1.449036115296008731e+01 2.283990609855670261e-05
1.458067873030616024e+00 1.215636128216168288e+01 2.288055377760002404e-05
1.447569115514423910e+00 1.360009039592150160e+01 2.291745606703326081e-05
1.416611060128416533e+00 1.191521303508167406e+01 2.294994840498434810e-05
1.164835264759187305e+00 1.159311833754958698e+01 2.294843028142841529e-05
1.425108158454508445e+00 1.231300362568758366e+01 2.292890447547618604e-05
1.053210995607461342e+00 1.071723603823655324e+01 2.292922675684675921e-05
1.235881035444997389e+00 1.158697178898700741e+01 2.293841813332733935e-05
1.368885958717715123e+00 1.301074000500366878e+01 2.297780487985439627e-05
1.167063037694622052e+00 1.092118665119863863e+01 2.297552718623234095e-05
1.433706680736245964e+00 1.342457023705760477e+01 2.299641675561172515e-05
1.324292121360312935e+00 1.151123875507052396e+01 2.301139146343222024e-05
1.208861829779596331e+00 1.280948601947333998e+01 2.307151646373708573e-05
1.398756478729211716e+00 1.274608715562529682e+01 2.305298584250867999e-05
1.283753269752702764e+00 1.367713545759455229e+01 2.314036094707630695e-05
1.362971052364687186e+00 1.247479818897322090e+01 2.316145344154452621e-05
1.030188309514926681e+00 1.122626249441569257e+01 2.316829907229657311e-05
1.320154157847172050e+00 1.183729962752511433e+01 2.314883321091394956e-05
1.315505153009464800e+00 1.337553941734979546e+01 2.315606080127574702e-05
1.305436066360803116e+00 1.431960808839933819e+01 2.313675860325176614e-05
1.269124921552349683e+00 1.344125337699900413e+01 2.311682657091463966e-05
1.364495411337975472e+00 1.165114368044556414e+01 2.311159316579411755e-05
1.557248822004837496e+00 1.414766424097540920e+01 2.311332336702088446e-05
1.484581784441436847e+00 1.542077068131977668e+01 2.317311143271247675e-05
1.310765033669427204e+00 1.434190682789317250e+01 2.315191933296356904e-05
1.285368924332042084e+00 1.375814320210306718e+01 2.320834259870647963e-05
1.194895669495634749e+00 1.144130242772180317e+01 2.337169502668096002e-05
1.343594203219114824e+00 1.347649623130731555e+01 2.336869754060277697e-05
1.221285206061083706e+00 1.137156789251439903e+01 2.334923779891714366e-05
1.462872203656387038e+00 1.338723021651769685e+01 2.333268117958527165e-05
1.331612250195199909e+00 1.231127897060493837e+01 2.332064461696290708e-05
1.548301606808243358e+00 1.419112920519759413e+01 2.331954592339092002e-05
1.302066400026508974e+00 1.166077539257554818e+01 2.330082040868614675e-05
1.367986921380493159e+00 1.370189403478662626e+01 2.338905625953371977e-05
1.324082594882481256e+00 1.323576097988263811e+01 2.336870646983141709e-05
1.093365017845103093e+00 1.125360661603373913e+01 2.336136279931762879e-05
1.228249008258818442e+00 1.309463260113454908e+01 2.335480663735383936e-05
1.244319401986934359e+00 1.275010172425999500e+01 2.337485127449457373e-05
1.324803068146527041e+00 1.197384984997358792e+01 2.335780805480856494e-05
1.116297206243593854e+00 1.062651194580633529e+01 2.337686390218350491e-05
1.088140594553163698e+00 1.208986252427280661e+01 2.337951627185537939e-05
1.488981457585373702e+00 1.372756518592614583e+01 2.341069908034960629e-05
1.246267324398039333e+00 1.305900760754435552e+01 2.351092451439401289e-05
1.020725680375927036e+00 1.071609609542404939e+01 2.352148640136039233e-05
1.452000337567769028e+00 1.312098349590891999e+01 2.350297349712995350e-05
1.494417133350723015e+00 1.347568231707614927e+01 2.354411768944706201e-05
1.323292281162063322e+00 1.154406874444092068e+01 2.352962642415819624e-05
1.265703108667869836e+00 1.389918390735381237e+01 2.354550599834142466e-05
1.294564947575569391e+00 1.381281522998903810e+01 2.352753564628156516e-05
1.236868666789740168e+00 1.268344637453128243e+01 2.353200161692507020e-05
1.168634153869477554e+00 1.285422539500395800e+01 2.356580656408189311e-05
1.452465242082485952e+00 1.367261181409571691e+01 2.354473456687485660e-05
1.139780659246858896e+00 1.207417427748303140e+01 2.354118206219230820e-05
1.091832056389416161e+00 1.149575445916230443e+01 2.356728637315566103e-05
1.356717025453513026e+00 1.435311586200977274e+01 2.362629011474213616e-05
1.382137007067230972e+00 1.309119112127953599e+01 2.366287062029003488e-05
1.339401157928670649e+00 1.247779673449885962e+01 2.365894791837122081e-05
1.728127946449387498e+00 1.597840145514382826e+01 2.363656544256968449e-05
1.439625300762168436e+00 1.398409507372282690e+01 2.364258080467945833e-05
1.318919227041934983e+00 1.255824015114206205e+01 2.365870266285802646e-05
1.191187190969535292e+00 1.218678111493101568e+01 2.373788621998069418e-05
1.286315839499215130e+00 1.366956833848685449e+01 2.372477529243752385e-05
1.430086333968621837e+00 1.291857403224675238e+01 2.372658804629011812e-05
1.099504793408446313e+00 1.214273689196448558e+01 2.373195362082460336e-05
1.607295739691893655e+00 1.577683920727434597e+01 2.372276219874831760e-05
1.610369475943699058e+00 1.451523438635735985e+01 2.371744857071940110e-05
1.192599314800186328e+00 1.434387040928080737e+01 2.378398450188680204e-05
1.232714783739244924e+00 1.188181612102841456e+01 2.388683156445662475e-05
1.386037364814943551e+00 1.247655283560334993e+01 2.386632659930203429e-05
1.732107029386950714e+00 1.545437584664234976e+01 2.393050711496697876e-05
1.384798912805667470e+00 1.483388668944688504e+01 2.391464609595038340e-05
1.141179888099576933e+00 1.273443165951688272e+01 2.398967871253700863e-05
1.421557267709553152e+00 1.256907528669749041e+01 2.396736824098834711e-05
1.274611561301948193e+00 1.214418252561700662e+01 2.394902016810294675e-05
1.010963461802076413e+00 1.189889903122278980e+01 2.394314269455272501e-05
1.168048256349289771e+00 1.117688807014521046e+01 2.393061648636753938e-05
1.164214441194652672e+00 1.179635324968215215e+01 2.397263912203758123e-05
1.354522317364632134e+00 1.143906351917779851e+01 2.397043171672701974e-05
1.196735553622006565e+00 1.206423518739158851e+01 2.397225211567639906e-05
1.445527508415409335e+00 1.333488808703675588e+01 2.397600335013528233e-05
1.333004193056839926e+00 1.336855868952859083e+01 2.397506749530243454e-05
1.353451871059877520e+00 1.213405904865260609e+01 2.396420644667964645e-05
1.311932734905652431e+00 1.320298604687190647e+01 2.397089399242970545e-05
1.342401950855081960e+00 1.322309192457465343e+01 2.396047535035016101e-05
1.101283880289797512e+00 1.151549999438920047e+01 2.395748375516077469e-05
1.300854594864959468e+00 1.389388229998955282e+01 2.394578229682981242e-05
1.102460534046669549e+00 1.108848368420714436e+01 2.394385454456693509e-05
1.206820813926166025e+00 1.186227049261733768e+01 2.392957928655455079e-05
1.178665203255828242e+00 1.264375383979986367e+01 2.391382147429223169e-05
1.143558837185755905e+00 1.295120294658889293e+01 2.392261079510275755e-05
1.070107827973400871e+00 1.281761859930131564e+01 2.393886691934154698e-05
1.451887630477586955e+00 1.215458675457086457e+01 2.398393089152965602e-05
1.238154568399366440e+00 1.250997456442296141e+01 2.400983473328940719e-05
1.272351819257577343e+00 1.321257826579446615e+01 2.400869489778343751e-05
1.161677265365457457e+00 1.167683388947267176e+01 2.401812742507680674e-05
1.252644096380175043e+00 1.153908544518655788e+01 2.399565529709299619e-05
1.067056680476031083e+00 1.288255511088114957e+01 2.403824000949469293e-05
1.303271354907743484e+00 1.452696186857396299e+01 2.402166212885386063e-05
1.047135323318515665e+00 1.231136668641264009e+01 2.409868105360827634e-05
1.189641171989958224e+00 1.251551238589569692e+01 2.411803207042455813e-05
1.167793022483963217e+00 1.306771519587764629e+01 2.412318258980925863e-05
1.360627962613950803e+00 1.284083167360889632e+01 2.418489765568036901e-05
1.462666052866387734e+00 1.577342892184721279e+01 2.422920730569545531e-05
1.457577141491865902e+00 1.392041381391887001e+01 2.421333388383504584e-05
1.391236380031438236e+00 1.407785595330414452e+01 2.421369318708766272e-05
1.140451396736310352e+00 1.092182597712053926e+01 2.429937817534576726e-05
1.300366274544648482e+00 1.150288900062887976e+01 2.434938148056105167e-05
1.288076465529410353e+00 1.357040794974145115e+01 2.432820233036352457e-05
1.191118872577616727e+00 1.100442441930093374e+01 2.430861868938675525e-05
1.180721226764174903e+00 1.259809781099752968e+01 2.428524459476192371e-05
1.207723338992726880e+00 1.240548291090443200e+01 2.430120433096765614e-05
1.387773951083398849e+00 1.327758690683394960e+01 2.432879535692775730e-05
1.647724694752074281e+00 1.439583319775680792e+01 2.431096462427090172e-05
1.505762073602761708e+00 1.489259363372894640e+01 2.429213860425885894e-05
1.221457743163444132e+00 1.295215465583607539e+01 2.429196335188339801e-05
1.229607829027350663e+00 1.144413464056602336e+01 2.430471496488692234e-05
1.234450725549973704e+00 1.283748821047018041e+01 2.428840077669476829e-05
1.074147597437812518e+00 1.209443556879551451e+01 2.426456163366713480e-05
1.194344295477508755e+00 1.189766402527302702e+01 2.428189380999498447e-05
1.371984579928809067e+00 1.335951363625581578e+01 2.427906236502654679e-05
1.205294677154372440e+00 1.287838292447392163e+01 2.429305902285580586e-05
1.198122181692862442e+00 1.179721145816085226e+01 2.428780917740089597e-05
1.216567841477404155e+00 1.280488632896770440e+01 2.427529131082523152e-05
1.408901728202268000e+00 1.431762172022011725e+01 2.436487358407059698e-05
1.396588601235690508e+00 1.362934951792182048e+01 2.434339363610008873e-05
1.440258272184186117e+00 1.298276354745233263e+01 2.435132287005082225e-05
1.289222409521066925e+00 1.216629953064177272e+01 2.435958901544591304e-05
1.379301438871472385e+00 1.334053033785875542e+01 2.435257526185363169e-05
1.299560788448779425e+00 1.322223431153092932e+01 2.438512818768198050e-05
1.423817642191229638e+00 1.483866113295254152e+01 2.436645717560194794e-05
1.250329873640109613e+00 1.192565198712714469e+01 2.435747299127621586e-05
1.257638523766847038e+00 1.239052851906395603e+01 2.434831799449984361e-05
1.178769501369012040e+00 1.336629707757056096e+01 2.436483212658693446e-05
1.508383244891064123e+00 1.487261929561050167e+01 2.441584665604708902e-05
1.245485577164830548e+00 1.206969975859741417e+01 2.442893781521817670e-05
1.139905727348957232e+00 1.236748979918419167e+01 2.444034681479946718e-05
1.348865571572996247e+00 1.414188950403323020e+01 2.444640177146941551e-05
1.301605723840142392e+00 1.219355883208887903e+01 2.442601765146233279e-05
1.198253856612585988e+00 1.197491983202725052e+01 2.441845678089961294e-05
1.596551733980222210e+00 1.459741296010536260e+01 2.442099530333552421e-05
1.212419079064021021e+00 1.139265412831165136e+01 2.447392528063354656e-05
1.124454507203109355e+00 1.293509530774483451e+01 2.446684463871658609e-05
1.100484313092689792e+00 1.225445787194521685e+01 2.453485104031667490e-05
1.392555447585512640e+00 1.342957191782188531e+01 2.453382244389768112e-05
1.003846575069432534e+00 1.027579126081335659e+01 2.451404774756511744e-05
1.389633336991204393e+00 1.516467280118014571e+01 2.449050838946639690e-05
1.090552611492371815e+00 1.279224869282961663e+01 2.451724319935592682e-05
1.184493398359928840e+00 1.202065025483504179e+01 2.457362768972405355e-05
1.508385104224559070e+00 1.502316401294586257e+01 2.456785640371762940e-05
1.130345297509576463e+00 1.106452227204308869e+01 2.467686521152083899e-05
1.286777067771558869e+00 1.449920630956007273e+01 2.465600844027690866e-05
1.088794910630936030e+00 1.130297372920403731e+01 2.469695260720272692e-05
1.226353025258956952e+00 1.230191866560596736e+01 2.470648936509449835e-05
1.047570851180081641e+00 1.098975393137011025e+01 2.476350447811750347e-05
1.337925099929694772e+00 1.197100762189350398e+01 2.478331432721211266e-05
1.274846540299372499e+00 1.166908015854276925e+01 2.477646846602646685e-05
1.001440126593172053e+00 9.321645668399451523e+00 2.479637656028960054e-05
1.141363194715543150e+00 1.114406327847345679e+01 2.478040939533251150e-05
1.175629294174797668e+00 1.099668106124306988e+01 2.477362424788659938e-05
1.522762129883032944e+00 1.537864340247804407e+01 2.477940312443884711e-05
1.130270473284058497e+00 1.133527630761975225e+01 2.480781317230205515e-05
1.464213971523292912e+00 1.433182135696394965e+01 2.479731378689372265e-05
1.299040299753611905e+00 1.191389070818132367e+01 2.479797128026974738e-05
1.078394245007058494e+00 1.169821491168647931e+01 2.481156977477153987e-05
1.451043224267090315e+00 1.330435035940601196e+01 2.478757040603455139e-05
1.287976139416031618e+00 1.279066178277401988e+01 2.476511413287881816e-05
1.291606488714248657e+00 1.253551328187606018e+01 2.475911582116742320e-05
1.412524310311025211e+00 1.271285704598597022e+01 2.473710499542712091e-05
1.326894606120842202e+00 1.310174679311059265e+01 2.472272490349358375e-05
1.416072660440123476e+00 1.304645100107825684e+01 2.470198157424089390e-05
1.430113122417892457e+00 1.385655425915925321e+01 2.468533985003023667e-05
1.159183518116664979e+00 1.121301883793838883e+01 2.468544100100737086e-05
1.625102954029833180e+00 1.594679456555290997e+01 2.469004983786547220e-05
1.211782094468062843e+00 1.113475800750078371e+01 2.467615630560517662e-05
1.211282849680851204e+00 1.165615789241765832e+01 2.466914550047919887e-05
1.418606213190538590e+00 1.301678985342903871e+01 2.467995432135528609e-05
1.293474707271307755e+00 1.184563215218043908e+01 2.468849706045960681e-05
1.282616658085792727e+00 1.299824130716977777e+01 2.468230564608988749e-05
1.328783089052516297e+00 1.359843052120459461e+01 2.465998060768861223e-05
1.342293336280857563e+00 1.273030466006530759e+01 2.465871966050643303e-05
1.319476879535941061e+00 1.311951381382706927e+01 2.463679520170907925e-05
1.400100758199590789e+00 1.331425333302360414e+01 2.463084903743994938e-05
1.167524197700171351e+00 1.130700334236378701e+01 2.460930362518406103e-05
1.504017405582685374e+00 1.433027443407848978e+01 2.463050794403943609e-05
1.558452941846529827e+00 1.320697263173727265e+01 2.466547042236165349e-05
1.373818274496600544e+00 1.364371572025439150e+01 2.468230745223964375e-05
1.509724486951121936e+00 1.405786691416050616e+01 2.466265210176551872e-05
1.129118131075837805e+00 1.158911798410949068e+01 2.464600235245406818e-05
1.215895771282459625e+00 1.345980359926902281e+01 2.462518457101868150e-05
1.316862311057123591e+00 1.220515441968631976e+01 2.475627564657672906e-05
1.327329487862391799e+00 1.203408361702215856e+01 2.474414316989409089e-05
1.035240199003090833e+00 1.154695943852216189e+01 2.475703369341500509e-05
1.109196255844742351e+00 1.168389556101803706e+01 2.475455645172121194e-05
1.338712234101271603e+00 1.284084345661121063e+01 2.475587146999644973e-05
1.403957431669878186e+00 1.303875277670337951e+01 2.475703197452785022e-05
1.196599037599318294e+00 1.220957680341915541e+01 2.476857586513408905e-05
1.325671972042435698e+00 1.122100256188656253e+01 2.474921351572112842e-05
1.051857947718486175e+00 1.306791259584489495e+01 2.474070046246609292e-05
1.045779072780984809e+00 1.182312367677918274e+01 2.476275876466744780e-05
1.513333813578764175e+00 1.414049223952848067e+01 2.476954248216557580e-05
1.392757779214459202e+00 1.559495728745248400e+01 2.475248221766017064e-05
1.034441820667989731e+00 1.076603625340579917e+01 2.474380737694000987e-05
1.139071195940774661e+00 1.160600679457385453e+01 2.473819602384355273e-05
1.278159422024261582e+00 1.419962349229021115e+01 2.497915987003378218e-05
1.141915644721843703e+00 1.223500205199928459e+01 2.502481866272271882e-05
1.106566962985181313e+00 1.337054510283455855e+01 2.506622517054624759e-05
1.383003106417301842e+00 1.243238635307686479e+01 2.504546939015104068e-05
1.299327920207701048e+00 1.356630802612595588e+01 2.503130379040787340e-05
1.066671132844468683e+00 1.103976638792121889e+01 2.502034288676955305e-05
1.231874005842430009e+00 1.386926894826916623e+01 2.501814365879549183e-05
1.068098519741991215e+00 1.178366592450207939e+01 2.506955612993039969e-05
1.004855022975467804e+00 9.708499727252785760e+00 2.504863050949266041e-05
1.334821568538759662e+00 1.221541857875287818e+01 2.504328188780508411e-05
1.302193075874085837e+00 1.189125734204909435e+01 2.506901013754072959e-05
1.238043643460205789e+00 1.300886742173309329e+01 2.521186999125315110e-05
1.199792600655651631e+00 1.206467401391307703e+01 2.533426438069023425e-05
1.324789018158074816e+00 1.350839797842342094e+01 2.531423322388638245e-05
1.245592008405120854e+00 1.093157416758696598e+01 2.536879143454001331e-05
1.366725000571295645e+00 1.376689310150899814e+01 2.542054497778723662e-05
1.274556839598782743e+00 1.249175249510144070e+01 2.542568670198386548e-05
1.198370592681547109e+00 1.147717984276541614e+01 2.540146796220669749e-05
1.409400435008116181e+00 1.321685939132436971e+01 2.537673262488054351e-05
1.040941051129414818e+00 1.136944291217979774e+01 2.550021695903682944e-05
1.345637930593749143e+00 1.220836385250191114e+01 2.547560862076870105e-05
1.200903457148672526e+00 1.460319809333020658e+01 2.545136730632541455e-05
1.256604096507537127e+00 1.183829167190873832e+01 2.557350504448922517e-05
1.263441564645173321e+00 1.240335736841339198e+01 2.555944516942960609e-05
1.099703700857418642e+00 1.157257649257154775e+01 2.555920285100757446e-05
1.253553744238786294e+00 1.270363712470967599e+01 2.554301770145238061e-05
1.215855275691913207e+00 1.243111428028855414e+01 2.551806501658699535e-05
1.223317269954459663e+00 1.204363149198980665e+01 2.552207103683388990e-05
1.316191751864950632e+00 1.300841110764584485e+01 2.556083806801953909e-05
1.570828061263830344e+00 1.437919929023328791e+01 2.554283455391646586e-05
1.061467408976031646e+00 1.186511556911344023e+01 2.558402910847115477e-05
1.701089197150543963e+00 1.500364556696356999e+01 2.562658264346969356e-05
1.121528978154021194e+00 1.163268765982944686e+01 2.560954363403965880e-05
1.405861648100142469e+00 1.407333218834890687e+01 2.559609044629126149e-05
1.115920716459232187e+00 1.138007194907503461e+01 2.568475734410418461e-05
1.109404769574128036e+00 1.209023212387821999e+01 2.567193926445148966e-05
1.126191530625288539e+00 1.310042464990898381e+01 2.568675238668801451e-05
1.516752454162997310e+00 1.459250128754562681e+01 2.573745563835591041e-05
1.291994387346911521e+00 1.437859924365735154e+01 2.574939881290229236e-05
1.216504374446299996e+00 1.172400653770372259e+01 2.579217370136238901e-05
1.385727518292322769e+00 1.222653578840688482e+01 2.576742822077451281e-05
1.086256219484686092e+00 9.859675301319136054e+00 2.581334513025129759e-05
1.038950621213686309e+00 9.990738917963438936e+00 2.580848030154696889e-05
1.254855674342655769e+00 1.379063295023884805e+01 2.578863097797216334e-05
1.219490682269945614e+00 1.315021200829093928e+01 2.579448734537560347e-05
1.411221288109831384e+00 1.404703907171185762e+01 2.583223194391554364e-05
1.006080339118744726e+00 1.016592398333787628e+01 2.581169096526686945e-05
