# Mass Radius Likelihood 
1.439860158398132972e+00 1.393084524612777741e+01 2.801012811729171869e-31
1.076289285186298628e+00 1.202017376360676337e+01 2.801835524080421163e-31
1.280373293324577055e+00 1.336895007474570463e+01 2.874556199954771864e-31
1.690843792138220003e+00 1.344503373947256719e+01 2.889769381967615051e-31
1.715676415514080233e+00 1.491046998220342346e+01 2.958866935382678149e-31
1.505473450466522589e+00 1.424970968954137263e+01 3.025761274327944967e-31
1.224269004516503445e+00 1.285559382214885105e+01 3.041657026550172584e-31
1.282373432779242650e+00 1.102214451091660408e+01 3.060705320739450501e-31
1.623004493643887436e+00 1.323433639747235091e+01 3.087310272872559623e-31
1.173024874006109552e+00 1.004394516234404655e+01 3.235559331062598362e-31
1.242109762458304845e+00 9.077555857079341095e+00 3.241151309497948084e-31
1.330997954327330923e+00 1.372635368493162389e+01 3.248323340189369468e-31
1.391868839961245552e+00 1.198005519050787271e+01 3.245663409772524330e-31
1.311010206838340464e+00 1.093714682210126554e+01 3.349257746258183492e-31
1.427908322470388791e+00 1.175041811123876556e+01 3.355796837710605447e-31
1.285467939144071314e+00 9.655819241974647582e+00 3.364710214914107531e-31
1.271894980832675826e+00 1.002707010088139583e+01 3.430703814539214626e-31
1.030384809060672646e+00 1.011901174999109720e+01 3.449880607385869359e-31
1.006764893845166320e+00 9.441431059854167529e+00 3.460800313647227777e-31
1.216587328670049262e+00 1.175119711009785206e+01 3.472582956804090946e-31
1.111879773860835696e+00 9.472998046535025196e+00 3.477120567367930452e-31
1.155401967342209568e+00 1.017121632858487956e+01 3.497159255120778026e-31
1.611037285682830777e+00 1.279282833821253362e+01 3.585235322503041801e-31
1.629667709313591617e+00 1.280928832445110288e+01 3.702619226151669875e-31
1.324697975554621765e+00 1.045930973953027276e+01 3.824317468807096813e-31
1.127046028755969154e+00 1.021756404894301440e+01 3.822815504209081686e-31
1.149803515832369394e+00 1.233989344753443262e+01 3.906633167788379730e-31
1.589301198678784832e+00 1.383058200935515458e+01 3.903920919822687968e-31
1.538073865035772592e+00 1.244061870307378470e+01 3.971084397587456376e-31
1.797261899940921559e+00 1.424461458631306954e+01 3.977813168720955962e-31
1.477512670272128181e+00 1.232348780037468039e+01 4.065743919378878145e-31
1.096100141743001188e+00 1.023710854451832830e+01 4.099774567196456279e-31
1.384667607496546715e+00 1.255601137025160696e+01 4.132144644650577342e-31
1.068389379959286734e+00 9.960712434810512050e+00 4.196210571952140479e-31
1.426286621654392128e+00 1.321395323487120166e+01 4.194992077132790622e-31
1.740520212074855522e+00 1.499431423970170840e+01 4.243154841077265629e-31
1.766366791224466271e+00 1.492332220018824174e+01 4.268870750848227515e-31
1.373730426328893639e+00 1.347935538472532357e+01 4.284495963074479254e-31
1.141992940876871643e+00 1.167640877407361799e+01 4.322083817853854496e-31
1.860455008402011279e+00 1.451490354389062531e+01 4.398700204875303541e-31
1.026384380381757389e+00 1.046549699095794139e+01 4.437525447270880094e-31
1.157911275524433403e+00 9.874120020720710045e+00 4.447626321739949957e-31
1.383899151056710020e+00 1.096775205150404453e+01 4.450456562760588065e-31
1.205338390767215495e+00 1.072360182350680802e+01 4.540665191634812461e-31
1.154170412992086225e+00 1.144998377489569563e+01 4.641778997698143765e-31
1.500628999761802973e+00 1.535735062657558458e+01 4.640064117698676326e-31
1.178212399272653199e+00 1.248764682619522048e+01 4.678846696459727533e-31
1.159730509278896982e+00 1.177514721262899400e+01 4.702645819107884896e-31
1.365460723631547468e+00 1.185563650798978053e+01 4.755195740810976439e-31
1.400763877089207909e+00 1.351045460178658075e+01 4.784977829123689605e-31
1.528216152279904261e+00 1.374383718120740738e+01 4.915818275216396892e-31
1.050106324387309442e+00 9.547952294456081290e+00 4.919690203892133769e-31
1.469473769789927831e+00 1.356033731670484954e+01 4.953123943250883155e-31
1.682669815666866242e+00 1.472364943270898863e+01 5.083440701410335374e-31
1.611579191929701782e+00 1.273133712001857987e+01 5.148415421320381096e-31
1.173320654576065047e+00 1.169248092328096966e+01 5.186045474080274396e-31
1.747043437098015017e+00 1.401716306794980227e+01 5.239895656565425110e-31
1.453741413783347536e+00 1.379248193103779840e+01 5.274282620740801708e-31
1.284450568833208850e+00 1.238296815295275977e+01 5.293365430108482439e-31
1.009611222062034352e+00 1.017831057296223207e+01 5.301719904509644810e-31
1.396415516375065557e+00 1.178181416415282712e+01 5.328165566739474973e-31
1.224524392813163276e+00 1.193077303247270748e+01 5.341198438870156838e-31
1.077716907290163117e+00 1.065236411447607523e+01 5.388546489573791590e-31
1.872666660743770528e+00 1.490984361873801944e+01 5.564921085384022798e-31
1.568951407993859348e+00 1.270523867797507123e+01 5.596872126087290124e-31
1.445501546886074351e+00 1.327909558501858811e+01 5.609925680464629039e-31
1.183022322240799840e+00 9.804264548688845338e+00 5.723566902850372688e-31
1.579096183451319746e+00 1.344325847647092331e+01 5.732333259894624474e-31
1.776937973508228907e+00 1.488284766063876319e+01 5.743155415057490376e-31
1.425738731256319447e+00 1.311170937245483969e+01 5.775206757038235046e-31
1.958370985251135954e+00 1.447273459659409411e+01 5.882193169121848445e-31
1.183347567549799972e+00 1.176323319167912906e+01 5.929540126950980424e-31
1.338269285086370664e+00 1.196391212746686428e+01 5.992212789833767460e-31
1.573441321723915376e+00 1.336699794227712346e+01 6.272055560525169273e-31
1.401312746313044588e+00 1.340456719999106028e+01 6.287497481170114252e-31
1.522352772130392884e+00 1.281464422125405278e+01 6.291457897161900354e-31
1.464029824593350959e+00 1.413014732926082573e+01 6.300120461196817061e-31
1.113838360043968079e+00 8.743694388085756941e+00 6.554581227637543881e-31
1.107781472515941834e+00 1.092043586884337358e+01 6.614294757132432280e-31
1.427003380075848371e+00 1.281915705027216390e+01 6.627738229031979551e-31
1.270315641545367580e+00 1.070121039921147243e+01 6.647065275226384699e-31
1.121434508406632613e+00 1.317451539252249404e+01 6.699597981939528759e-31
1.276160356177014510e+00 1.071283747286680388e+01 6.969658854709450610e-31
1.269934909921714095e+00 1.108019761443143203e+01 7.221811418855218488e-31
1.699561633498982705e+00 1.454044972250656187e+01 7.313853071530302853e-31
1.096968965834224319e+00 1.306808895565974993e+01 7.319216356537977076e-31
1.587133858934145270e+00 1.279892982409975843e+01 7.430986921497383025e-31
1.387243795051749329e+00 1.219889298776817199e+01 7.534828530781112201e-31
1.201855435816264084e+00 9.937279567876487363e+00 7.555794574339262383e-31
1.411190236756793004e+00 1.273366672433317603e+01 7.681426475845599811e-31
1.831731357200569121e+00 1.442983214927414082e+01 7.717149919383561533e-31
1.320316017168841283e+00 1.152256452493726613e+01 7.730641791066640093e-31
1.073095384954487752e+00 9.405357148775312481e+00 8.122395007191978690e-31
1.116423987478989410e+00 9.480060887648456003e+00 8.118128030806030759e-31
1.132880306577759066e+00 1.111340591723518578e+01 8.163893124016147634e-31
1.406313842107490331e+00 1.294803598706668879e+01 8.156530994457168721e-31
1.211544910747713422e+00 9.976140328159260662e+00 8.152398852122630356e-31
1.283191416102556159e+00 1.185844966337851858e+01 8.170773312161640437e-31
1.620377547116020445e+00 1.233981365917226292e+01 8.168855266063746704e-31
1.709194704686652022e+00 1.307766575382353480e+01 8.169039352976987298e-31
1.362772774581752167e+00 1.253826051833289768e+01 8.163785845523560122e-31
1.080184547848597854e+00 1.098636272994509966e+01 8.280476071043148058e-31
1.272470771569169434e+00 1.101276169203863553e+01 8.407836505486219585e-31
1.426979457379515370e+00 1.053096383211528497e+01 8.443206751028370040e-31
1.028599149870615959e+00 9.770055975517333735e+00 8.709281932173812100e-31
1.000773019582993140e+00 1.063464948204015670e+01 8.771841553524091654e-31
1.319200127581776627e+00 1.125766768077022562e+01 8.862324418461655153e-31
1.599647406861388843e+00 1.452681350265266857e+01 9.069668982929630524e-31
1.239966794822320306e+00 1.179271955397361893e+01 9.091309821291725375e-31
1.408929710648826550e+00 1.249304944484779867e+01 9.131490094826134663e-31
1.229042038604009512e+00 1.055330151008643469e+01 9.161555647977721000e-31
1.015289800058446934e+00 8.088727146402806767e+00 9.193430711118896837e-31
1.324184252311986887e+00 1.170781504908846493e+01 9.628687829697904101e-31
1.706360526234265151e+00 1.243586743375569270e+01 9.624637832974829446e-31
1.247523954741480257e+00 1.105095803966966983e+01 9.741687232074358920e-31
1.486315164503787978e+00 1.374812710651874426e+01 9.731979814890038853e-31
1.357499309060199666e+00 1.206513291970434310e+01 9.880416776357190037e-31
1.170472610359792442e+00 1.072691616731958675e+01 1.004941930999568443e-30
1.227123173379355947e+00 1.007888487550438938e+01 1.043847408143096586e-30
1.391264015628312922e+00 1.386825720128232931e+01 1.044177237552322321e-30
1.458416214997470650e+00 1.320231629159485465e+01 1.050455205603204800e-30
1.194208195350723756e+00 9.985712718410498567e+00 1.096053817972030728e-30
1.230071582154330434e+00 1.077087864792577854e+01 1.097753731018862391e-30
1.012500732629151079e+00 9.710793542509371434e+00 1.106603953333896514e-30
1.566795897288030481e+00 1.444526002641159579e+01 1.112389933806293964e-30
1.593873424328761557e+00 1.303309864013273511e+01 1.135079822094046472e-30
1.377246309736793073e+00 1.084255903023428935e+01 1.151195806631787284e-30
1.358629071107432917e+00 1.124974842480418502e+01 1.169307640657591070e-30
1.095919710254142698e+00 9.413443980732907335e+00 1.172894776453867506e-30
1.376599990115333849e+00 1.215038905953778681e+01 1.172064486517082239e-30
1.208424028856636578e+00 1.258841774712363915e+01 1.181166970691025126e-30
1.182126109165505090e+00 1.183202179737218351e+01 1.186963044388360069e-30
1.230144568340348910e+00 1.260883430193576515e+01 1.193520337256058617e-30
1.632047749934557146e+00 1.270338689429697965e+01 1.220086702478866392e-30
1.116087110481144729e+00 1.255904035004166630e+01 1.219222053041860266e-30
1.241195693580339876e+00 1.139174289246149918e+01 1.219981149513788986e-30
1.009835630391851646e+00 9.458662088038245486e+00 1.218871229203606105e-30
1.362259542041695859e+00 1.182443251954970087e+01 1.221335765705486387e-30
1.505331362480381241e+00 1.172586146325659939e+01 1.227438173465148363e-30
1.208481390098430586e+00 1.078395135527882331e+01 1.231380871206128744e-30
1.496969035726626096e+00 1.386112681849861517e+01 1.281067568538945440e-30
1.720592557732400163e+00 1.439616323900805739e+01 1.280799089874007116e-30
1.151883349510265164e+00 1.184078701171902992e+01 1.289772530091022097e-30
1.095108826590558859e+00 1.101536605333063434e+01 1.291900494673031204e-30
1.213755915325048340e+00 1.242384979643279053e+01 1.305413141875349898e-30
1.696345645101323463e+00 1.398109417858979953e+01 1.324821963918426917e-30
1.572949211909089318e+00 1.237148776079892087e+01 1.333754392664304731e-30
1.522810672143513955e+00 1.392512346710737248e+01 1.347126821788578348e-30
1.642112876668897936e+00 1.396872905741884807e+01 1.369838813479214233e-30
1.577284598896698586e+00 1.284758066551995626e+01 1.376337150547754705e-30
1.472916821983697666e+00 1.313017631774322780e+01 1.391791429951699013e-30
1.532396726961175126e+00 1.233252812351097560e+01 1.399886917016591153e-30
1.845684547624030447e+00 1.509852268664787189e+01 1.403556862004071060e-30
1.072383990623965611e+00 1.041981715039904444e+01 1.404314681186541498e-30
1.123395038936404688e+00 1.115421141235550451e+01 1.403761488034859234e-30
1.068672756477344610e+00 1.016564572079098028e+01 1.427494432369112180e-30
1.793002844086132752e+00 1.314635801154121708e+01 1.433403893589313023e-30
1.503711262980476082e+00 1.280146119423275763e+01 1.449025319931766621e-30
1.177531416488691418e+00 9.572128714949187156e+00 1.482748022803330014e-30
1.734464746432447413e+00 1.463923042788703199e+01 1.485078711487537833e-30
1.290373557540413385e+00 1.133611022358615372e+01 1.489919787293382012e-30
1.425474568312250945e+00 1.285668233442894248e+01 1.490987857740259277e-30
1.299301153944169895e+00 1.265500240883742222e+01 1.513818810179348080e-30
1.072104277639051251e+00 1.027626026714330898e+01 1.513297376481592001e-30
1.446178078403312028e+00 1.182950733268825161e+01 1.530086984661417812e-30
1.200299284869120076e+00 1.094686876369733142e+01 1.540533151112991710e-30
1.642473347297998654e+00 1.212845179657723982e+01 1.550647173800537353e-30
1.457351939064640778e+00 1.373514709168408388e+01 1.557057656322564936e-30
1.254184014165877326e+00 1.094969854429611544e+01 1.582975100455946708e-30
1.328370916125854340e+00 1.359621515024647920e+01 1.591460229038766542e-30
1.134465364112229313e+00 1.144480484846137713e+01 1.597586670234998288e-30
1.640802631285998903e+00 1.423029159311947822e+01 1.633330063498533934e-30
1.403632907432923460e+00 1.124432090493041514e+01 1.641331628413874653e-30
1.781367218538013386e+00 1.578536194080503563e+01 1.643121642654452469e-30
1.239778070004979638e+00 1.120182200563213826e+01 1.652613161128250687e-30
1.208444877784800919e+00 1.312601084918641803e+01 1.670634466017484084e-30
1.050929768740888948e+00 9.165917334326401544e+00 1.669232601149598672e-30
1.213092748146842315e+00 1.431385276359647918e+01 1.685041760667852682e-30
1.166588104429159056e+00 1.075207744981049629e+01 1.688871534048846059e-30
1.185204576231380313e+00 1.015026957970928123e+01 1.687898409643292973e-30
1.271404772117649351e+00 1.435821036075963164e+01 1.688927129735762575e-30
1.195154875324625943e+00 1.264923891495823227e+01 1.699636106119608352e-30
1.325476490294841270e+00 1.152566919161334624e+01 1.699099011446481473e-30
1.015079045721765105e+00 9.884087473192288087e+00 1.708722321235006484e-30
1.242507968438552268e+00 1.380908918945407748e+01 1.718726330833331741e-30
1.240086751275586430e+00 1.035386840168146882e+01 1.720989808192826799e-30
1.569846741237991061e+00 1.193292909657674628e+01 1.726813902899308148e-30
1.452116752015850665e+00 1.170737435652569047e+01 1.843333684381682553e-30
1.493682881785990402e+00 1.172385046108013640e+01 1.907697285009691753e-30
1.527452787907558340e+00 1.254469185910017970e+01 1.919453782702352505e-30
1.231917058955826150e+00 1.066015816638996228e+01 1.943180330995321480e-30
1.582314709318426882e+00 1.465096705240516428e+01 1.942090510876813535e-30
1.853982502581886571e+00 1.411469458896138107e+01 1.961182728494807525e-30
1.142909665544650899e+00 1.267292051721354440e+01 1.969921460582805399e-30
1.288785989806462862e+00 1.128900033782924517e+01 1.980671551405544573e-30
1.487521837859100193e+00 1.382239589098141508e+01 1.984149204324423433e-30
1.282207664592788898e+00 1.066308759614000223e+01 2.015006175355616186e-30
1.479224986464276581e+00 1.377768244653624663e+01 2.048269127802643642e-30
1.283290326553042426e+00 1.329792009457940694e+01 2.052830363276820504e-30
1.641721591031988225e+00 1.384877825313557409e+01 2.096433872452718804e-30
1.080349363974108856e+00 1.014171093721504135e+01 2.102217265468854546e-30
1.158061930616449242e+00 9.514060081885981290e+00 2.102348508781584911e-30
1.848646315750506641e+00 1.423497133107813895e+01 2.153198747671321558e-30
1.609073446026828336e+00 1.388113906804835196e+01 2.156316776583648779e-30
1.574251913233892575e+00 1.247081782902052538e+01 2.183756480326734720e-30
1.467587678269219875e+00 1.325472323916061157e+01 2.197318618208119835e-30
1.664793520421145256e+00 1.361821620941635302e+01 2.200311852177350451e-30
1.145896892387668453e+00 1.178056964414369112e+01 2.229488259803982386e-30
1.448530604704147073e+00 1.386195827094885047e+01 2.233545701128074651e-30
1.630251826061883236e+00 1.407234581777588289e+01 2.296091546873137620e-30
1.271962097088550570e+00 1.213159216328555701e+01 2.307672582007185154e-30
1.696249452529611235e+00 1.567809309773057436e+01 2.311974496886417637e-30
1.226800017814435151e+00 1.092004635144144764e+01 2.362681599252645755e-30
1.468961534714691153e+00 1.171540857825755744e+01 2.452008584355837453e-30
1.772608930609066658e+00 1.516168272644966208e+01 2.461685938361464863e-30
1.270012395230248226e+00 1.036482817522553646e+01 2.460421093842130674e-30
1.466597083200671392e+00 1.237160694842924968e+01 2.481076662730667715e-30
1.262611766614643916e+00 1.080173231434032921e+01 2.493425858629729616e-30
1.010935802824827423e+00 1.142142117684738523e+01 2.532345366609526993e-30
1.219325705654227709e+00 1.329334060726633737e+01 2.535148376862359259e-30
1.194955485891703972e+00 1.047763023925186232e+01 2.542715813723944103e-30
1.135694960365729811e+00 1.190473400432386697e+01 2.549203033345079972e-30
1.672739074136004866e+00 1.350869599412247624e+01 2.559698241892389225e-30
1.259238149859643663e+00 1.031271040184169152e+01 2.664113056001687032e-30
1.347759067016128132e+00 1.215318051022833146e+01 2.680276414678604280e-30
1.255672603652013608e+00 1.276471570216401830e+01 2.758893288349771612e-30
1.004719826454192555e+00 1.107691612377819368e+01 2.813305478884672948e-30
1.364256420311322771e+00 1.363578333425815003e+01 2.824456254944990794e-30
1.715137318266400923e+00 1.479878354253110828e+01 2.834322355713143186e-30
1.186868660815088239e+00 1.102284689635883552e+01 2.883712122041125314e-30
1.592497380756372483e+00 1.331759534597070882e+01 2.897677060059045622e-30
1.506706598098777938e+00 1.274489390195204308e+01 2.896042330496490164e-30
1.083885633376055146e+00 1.072692231767449478e+01 2.923008174197627637e-30
1.211314497214057928e+00 1.276298019052995159e+01 2.974204448228539844e-30
1.755091603644813869e+00 1.498159690156649404e+01 2.999823328883175437e-30
1.497904605371480846e+00 1.389205419747080583e+01 3.030924016148392722e-30
1.401217998057485703e+00 1.210418943639759348e+01 3.055031897675590738e-30
1.363849762525038756e+00 1.354928331396558150e+01 3.122025483836078441e-30
1.665053403323402126e+00 1.341367362055291323e+01 3.137888439767423810e-30
1.431545985795306564e+00 1.110483045105673128e+01 3.207365941484288854e-30
1.807932517423782581e+00 1.526351740447293537e+01 3.246896619256029772e-30
1.375647767073036487e+00 1.137230335459417674e+01 3.254903568897106098e-30
1.551053125584600734e+00 1.231853791704962831e+01 3.273156152976168955e-30
1.882485703325126547e+00 1.487476401965774642e+01 3.306259267227983439e-30
1.386044239193151117e+00 1.270081240502614506e+01 3.341877147358232201e-30
1.161681105714796214e+00 1.071643064863766881e+01 3.362197148506869473e-30
1.453032397555981348e+00 1.364338014245813824e+01 3.397551100170600402e-30
1.746185041112359837e+00 1.543087521741438550e+01 3.410610125775908476e-30
1.265709290216217475e+00 1.195392389415820134e+01 3.409029614861713056e-30
1.356618239830329475e+00 1.407523853839562378e+01 3.448321288800664260e-30
1.287471014977723538e+00 1.235722851953979884e+01 3.452898562259189936e-30
1.063934397066906401e+00 1.109775524502834188e+01 3.460494005912461523e-30
1.418549854593129211e+00 1.129078316142573968e+01 3.501223058900720917e-30
1.398471290088873165e+00 1.280644175329066314e+01 3.522172830283989198e-30
1.298943750018738408e+00 1.242397236863710397e+01 3.530815421549670276e-30
1.089834862905933122e+00 1.121390272138384070e+01 3.612286455697874538e-30
1.424838886092564927e+00 1.344813818889026535e+01 3.672365202580438644e-30
1.489072799085366494e+00 1.504377732367294485e+01 3.680553378628522578e-30
1.657171993997442527e+00 1.448243797318364301e+01 3.706354476179153937e-30
1.217721583037944866e+00 1.122910174453388343e+01 3.799164449145355015e-30
1.163986003139525494e+00 9.788841695186121683e+00 3.817260619546783718e-30
1.398204368919343743e+00 1.168936574731468703e+01 3.910593340843828802e-30
1.285624896599852240e+00 1.368156729979956765e+01 3.911653928301387828e-30
1.402121642658502365e+00 1.117675681172626589e+01 3.952156730630707445e-30
1.303141267291055172e+00 1.156937064904208157e+01 4.015893426160950733e-30
1.573873375255677942e+00 1.261969859651302883e+01 4.026656547226695409e-30
1.504431446216326407e+00 1.364275979941219674e+01 4.123574506368286236e-30
1.296154037512670776e+00 1.373215940846538530e+01 4.173867963496934959e-30
1.087970594314854766e+00 1.083443997291340111e+01 4.170727727533909054e-30
1.407288961304568708e+00 1.165631328030981528e+01 4.173634987162680338e-30
1.066483778105763447e+00 1.342442459630506946e+01 4.203214911198185985e-30
1.283915375353620325e+00 1.187309749805160131e+01 4.276968770538648477e-30
1.781575753945807028e+00 1.558598745711797307e+01 4.325999773941848991e-30
1.304190153455067946e+00 1.128447252203539364e+01 4.337686131860125379e-30
1.269483721415302302e+00 1.104826075737343771e+01 4.548996403225408082e-30
1.009238490774235109e+00 9.902045362155337926e+00 4.550574394431222553e-30
1.359118546589704879e+00 1.224386026879960454e+01 4.550559406567148698e-30
1.181591833884454656e+00 1.094505002491840173e+01 4.577433602176739424e-30
1.255133088219182458e+00 1.232877499582686198e+01 4.665663935212830208e-30
1.492839781408499489e+00 1.372547561198479116e+01 4.696563551591466545e-30
1.894804869397965330e+00 1.465353325269623141e+01 4.744565460452398568e-30
1.435500220191333387e+00 1.163177894858792527e+01 4.752687362020957744e-30
1.008906748948259047e+00 9.055366205175424454e+00 4.785174280332492515e-30
1.761443574946937041e+00 1.397009811611563279e+01 4.889551619065132614e-30
1.141479303873288664e+00 1.124489287303117280e+01 4.891861607676668754e-30
1.481241067996543981e+00 1.248736008012057752e+01 4.947045676301790946e-30
1.122852648970743772e+00 1.021926497227076069e+01 4.985004087462517408e-30
1.219480855464692315e+00 1.291131835705584763e+01 5.054432551499088637e-30
1.210061593323161988e+00 1.162148562577697497e+01 5.130817497134344422e-30
1.705595217911971773e+00 1.284372892098292951e+01 5.156515446245865058e-30
1.259721068295443613e+00 1.187841437589796989e+01 5.178750526005121678e-30
1.151863569069303761e+00 1.287228020686396590e+01 5.173773312839679553e-30
1.370572511233544954e+00 1.288055645265631810e+01 5.189377832442925711e-30
1.135804780801853653e+00 1.046108879642102885e+01 5.262138783317419532e-30
1.122448932663149712e+00 1.091891184257614356e+01 5.274480192836228171e-30
1.514809197804266372e+00 1.430493195254814864e+01 5.318298219284360084e-30
1.346387572758081408e+00 1.368447816091632774e+01 5.322804859142114706e-30
1.079005905264290632e+00 9.535090495796410437e+00 5.368149467956912864e-30
1.179071993476768165e+00 9.940487283099669114e+00 5.555876536016233447e-30
1.252730234132895859e+00 1.287874931690727465e+01 5.595131816934291745e-30
1.192184795692986077e+00 1.166095720191189145e+01 5.616079286842046850e-30
1.542974090834476453e+00 1.230498395471028239e+01 5.651366926082445315e-30
1.077236569296019963e+00 1.226789966816037492e+01 5.741548577522076700e-30
1.090459909148770112e+00 1.085915158381646251e+01 5.759569958843109957e-30
1.671396900336468150e+00 1.428697414259658771e+01 5.807525955267714434e-30
1.712003890618015944e+00 1.366684645970952161e+01 5.894068097678804575e-30
1.876375480594143941e+00 1.423870636855037830e+01 5.914905563572462916e-30
1.153881802387170863e+00 1.038356079623330075e+01 5.966010882087334752e-30
1.315001041387168890e+00 1.156880246622100117e+01 6.211887579031935533e-30
1.195280541698393595e+00 1.183930906333252686e+01 6.356916060931509493e-30
1.534162879034367322e+00 1.543792662749520161e+01 6.351458600980491228e-30
1.681082353182141276e+00 1.403980333049887719e+01 6.367833672380135752e-30
1.132008931427262111e+00 9.685634197441897797e+00 6.541048506056552218e-30
1.053009739818133506e+00 9.234502630361330233e+00 6.545715416596318113e-30
1.262560502423839548e+00 1.288901442157073163e+01 6.575900805924327148e-30
1.767587134351054967e+00 1.400403682714254217e+01 6.712204003634716867e-30
1.381743690482221565e+00 1.256662789470775721e+01 6.815415793426389984e-30
1.736797147124186314e+00 1.379751364130672897e+01 6.829837749243312530e-30
1.251593916699900166e+00 1.067342185825051004e+01 6.860083013134955283e-30
1.787567529136998790e+00 1.472785569516207715e+01 6.932480028460350261e-30
1.332590929238100186e+00 1.429662450155851161e+01 7.037078427166104642e-30
1.054574607496366445e+00 8.728220583436961277e+00 7.061083999389166978e-30
1.542334809618935987e+00 1.400313658843007047e+01 7.079021977577258879e-30
1.047819887377625436e+00 1.142341813612161161e+01 7.105568421742745240e-30
1.279361759851645797e+00 1.103669375192115609e+01 7.153961153960707498e-30
1.148825651337840092e+00 1.289352874701095075e+01 7.210994061510765078e-30
1.491566106746129439e+00 1.139357873609896465e+01 7.214295502166714876e-30
1.321136303554568237e+00 1.246419489699788485e+01 7.253695433373884226e-30
1.579895297882836225e+00 1.514359620844680521e+01 7.276264904193580503e-30
1.150917082844207906e+00 1.087679883111478674e+01 7.464952284756610539e-30
1.529095672407408291e+00 1.393977267624094196e+01 7.519757307048563107e-30
1.515077003076962026e+00 1.460835173634314899e+01 7.560985776692744780e-30
1.331068621933637175e+00 1.073806394028574118e+01 7.697895519138740072e-30
1.264203181290370459e+00 1.043021713657660854e+01 8.204919522367744694e-30
1.258458666633538003e+00 1.021660038793713099e+01 8.240770063051981412e-30
1.182061187406497682e+00 8.880287421266455539e+00 8.280255591865252599e-30
1.670909749357199825e+00 1.404088433768884059e+01 8.352358208647303381e-30
1.283676881188930974e+00 1.180996567376149287e+01 8.352524302589667762e-30
1.338861185819885558e+00 1.370136345245827414e+01 8.364060244435865604e-30
2.006551540051820126e+00 1.504822265710644658e+01 8.458293072527907390e-30
1.104596081349228154e+00 1.294720008157624846e+01 8.779650594079854298e-30
1.099276504132785215e+00 9.388794286011211909e+00 8.774820328424237441e-30
1.360238504747540933e+00 1.295822613655256106e+01 8.768694790801594982e-30
1.462973680385710296e+00 1.395914699936932024e+01 9.023807284347731902e-30
1.405212033718272524e+00 1.203721270128647092e+01 9.061760780654544185e-30
1.433791256472138231e+00 1.123140823417520195e+01 9.081420396474533964e-30
1.143365422920664454e+00 9.597480097861573967e+00 9.139433952235793347e-30
1.431215293460361027e+00 1.264052368871693588e+01 9.143323859774044165e-30
1.050427765266880087e+00 1.041513484135098366e+01 9.313581053047948056e-30
1.211118436305868906e+00 1.228874292250582556e+01 9.335432110833744096e-30
1.163095751878950646e+00 1.058258264358070022e+01 9.581271069579142830e-30
1.274438397511307386e+00 1.018193300081823693e+01 9.579283983576514215e-30
1.306055957652517252e+00 1.053882197970520096e+01 9.726402161438373716e-30
1.039994668429397251e+00 9.283441084550920763e+00 9.936699549624548819e-30
1.414775883536514955e+00 1.440537066828188628e+01 9.945778695873892683e-30
1.307634364872421795e+00 1.103572348984219076e+01 9.948663677185465418e-30
1.484733457839011450e+00 1.450258010947916532e+01 1.004841261202479340e-29
1.192920311048268012e+00 1.101841675537177068e+01 1.018498351308815867e-29
1.155055847428742677e+00 9.728527796353619195e+00 1.034021486595664934e-29
1.136939723453078477e+00 1.266473148519942526e+01 1.038508634380068886e-29
1.928770478087611151e+00 1.593004268555710823e+01 1.045522366428525676e-29
1.365680803301108082e+00 1.197019890579369061e+01 1.057507473267330356e-29
1.705547671113752051e+00 1.352583880321692789e+01 1.059120243784127415e-29
1.366753196104857349e+00 1.360977758346366429e+01 1.071447747824166512e-29
1.544731451682470391e+00 1.333412928510213646e+01 1.072840499110724678e-29
1.797125541225652157e+00 1.488843090009435954e+01 1.078313084198763604e-29
1.362104000188802289e+00 1.127727721946650696e+01 1.092402793162119231e-29
1.800829578646736762e+00 1.399788467791226410e+01 1.091512416456148541e-29
1.215978197401633265e+00 1.270026437798143704e+01 1.093244750316593587e-29
1.065434653862343595e+00 1.126595285335207564e+01 1.102232287511917185e-29
1.232441517602249847e+00 1.346290617597318118e+01 1.106013465328511784e-29
1.779065066125448347e+00 1.397276618892306033e+01 1.118404306428297401e-29
1.703796385284906068e+00 1.431021835334712478e+01 1.156964043955317324e-29
1.492685368556231129e+00 1.290312823311938217e+01 1.162313766054484054e-29
1.128217467633219950e+00 1.077319473096745028e+01 1.165830319048135036e-29
1.393014157954397758e+00 1.288309124265716221e+01 1.166605781290420697e-29
1.107715216156366589e+00 1.095046041970011075e+01 1.174462884696786549e-29
1.124498938181591523e+00 9.668266699504822981e+00 1.207246621833296836e-29
1.174258637590613441e+00 1.287585326409812225e+01 1.208164124986324236e-29
1.241997084371744720e+00 1.080689756250304967e+01 1.222231831726089042e-29
1.575748878577977630e+00 1.322001726621904893e+01 1.255408217236301381e-29
1.476329902558816798e+00 1.245712453380234308e+01 1.273520480396378201e-29
1.183743719587887488e+00 1.016429876888063433e+01 1.273922285679379312e-29
1.462083576625167636e+00 1.270684267410594970e+01 1.329574779339264083e-29
1.190044834386484229e+00 9.763473564127448157e+00 1.328647908811530578e-29
1.783793312384868379e+00 1.429998102937766191e+01 1.340924389105751924e-29
1.678328759549117422e+00 1.445388112229554523e+01 1.367429596765688772e-29
1.204629753624861355e+00 1.016048391450924093e+01 1.368211124259844196e-29
