9.422	2.136
9.592	2.125
9.732	2.110
9.843	2.088
9.953	2.055
10.03	2.022
10.09	1.989
10.15	1.949
10.20	1.911
10.26	1.846
10.29	1.798
10.32	1.748
10.35	1.687
10.37	1.622
10.38	1.556
10.39	1.491
10.39	1.425
10.39	1.367
10.39	1.299
10.38	1.214
10.37	1.151
10.36	1.093
10.35	1.025
10.33	0.9647
10.32	0.8967
10.30	0.8287
10.29	0.7355
10.29	0.6523
10.31	0.5818
10.34	0.5365
10.40	0.4937
10.48	0.4458
10.56	0.4156
