10.01	2.212
10.26	2.202
10.43	2.181
10.60	2.154
10.74	2.109
10.87	2.061
10.98	2.009
11.05	1.965
11.13	1.899
11.18	1.834
11.25	1.759
11.30	1.690
11.34	1.611
11.36	1.546
11.38	1.473
11.39	1.381
11.40	1.288
11.41	1.202
11.42	1.109
11.41	1.040
11.41	0.9619
11.42	0.8623
11.44	0.7730
11.47	0.6974
11.52	0.6287
11.61	0.5531
11.69	0.5015
11.75	0.4706
11.82	0.4534
