13.30	2.775
13.43	2.769
13.56	2.765
13.68	2.751
13.80	2.738
13.98	2.696
14.09	2.669
14.19	2.628
14.27	2.597
14.36	2.545
14.44	2.497
14.50	2.446
14.56	2.398
14.62	2.329
14.66	2.277
14.69	2.226
14.72	2.157
14.75	2.109
14.77	2.037
14.79	1.965
14.80	1.906
14.80	1.820
14.81	1.762
14.81	1.707
14.81	1.642
14.80	1.597
14.80	1.552
14.80	1.511
14.79	1.463
14.79	1.418
14.77	1.377
14.76	1.326
14.75	1.267
14.73	1.209
14.71	1.157
14.70	1.095
14.68	1.034
14.66	0.9688
14.63	0.9104
14.61	0.8451
14.59	0.7798
14.58	0.7249
14.56	0.6630
14.56	0.6046
14.58	0.5496
14.61	0.4912
14.68	0.4328
14.79	0.3985
14.88	0.3710
